timestamp,temperatura,umidade_solo,ph_solo,nitrogenio,fosforo,potassio,irrigacao_ativa,cultura,volume_irrigacao_recomendado,dosagem_n_recomendada,dosagem_p_recomendada,dosagem_k_recomendada,rendimento_estimado
2025-11-25 20:01:52.610438,22.4,75.7,5.82,0,0,0,0,milho,0.0,12,8,10,2258.0
2025-11-25 20:01:57.610438,21.6,72.6,5.63,1,1,1,0,milho,0.0,0,0,0,4648.0
2025-11-25 20:02:02.610438,22.2,74.7,5.64,0,1,0,0,milho,0.0,12,0,10,1884.0
2025-11-25 20:02:07.610438,21.8,70.2,5.74,0,0,1,0,milho,0.0,12,8,0,2838.0
2025-11-25 20:02:12.610438,21.8,73.3,5.84,1,0,1,0,milho,0.0,0,8,0,3656.0
2025-11-25 20:02:17.610438,23.2,70.4,5.65,0,1,1,0,milho,0.0,12,0,0,2569.0
2025-11-25 20:02:22.610438,22.3,69.9,5.64,0,1,1,0,milho,1.0,12,0,0,3252.0
2025-11-25 20:02:27.610438,21.6,67.6,5.47,0,1,1,0,milho,1.2,12,0,0,3497.0
2025-11-25 20:02:32.610438,23.2,66.3,5.54,0,0,0,0,milho,1.4,12,8,10,2328.0
2025-11-25 20:02:37.610438,22.1,67.5,5.62,1,1,0,0,milho,1.2,0,0,10,4292.0
2025-11-25 20:02:42.610438,22.9,68.7,5.55,1,1,0,0,milho,1.1,0,0,10,3127.0
2025-11-25 20:02:47.610438,21.9,67.0,5.45,0,0,0,0,milho,1.3,12,8,10,1947.0
2025-11-25 20:02:52.610438,21.8,64.2,5.7,0,0,0,0,milho,1.6,12,8,10,3102.0
2025-11-25 20:02:57.610438,22.0,66.4,5.61,0,0,1,0,milho,1.4,12,8,0,2785.0
2025-11-25 20:03:02.610438,21.6,62.0,5.5,0,1,1,0,milho,1.8,12,0,0,4390.0
2025-11-25 20:03:07.610438,22.4,64.0,5.48,0,1,1,0,milho,1.6,12,0,0,2759.0
2025-11-25 20:03:12.610438,23.3,61.7,5.63,0,1,1,0,milho,1.8,12,0,0,4264.0
2025-11-25 20:03:17.610438,22.6,62.5,5.4,1,0,1,0,milho,1.8,0,8,0,3820.0
2025-11-25 20:03:22.610438,21.9,61.9,5.51,0,1,1,0,milho,1.8,12,0,0,3988.0
2025-11-25 20:03:27.610438,22.6,62.5,5.78,0,0,0,0,milho,1.8,12,8,10,3220.0
2025-11-25 20:03:32.610438,22.0,62.2,5.51,1,1,0,0,milho,1.8,0,0,10,3856.0
2025-11-25 20:03:37.610438,21.8,63.0,5.45,0,0,1,0,milho,1.7,12,8,0,2598.0
2025-11-25 20:03:42.610438,22.1,59.9,5.61,0,0,1,0,milho,2.0,12,8,0,3334.0
2025-11-25 20:03:47.610438,22.8,63.1,5.42,0,0,1,0,milho,1.7,12,8,0,3128.0
2025-11-25 20:03:52.610438,22.6,59.1,5.44,0,0,0,0,milho,2.1,12,8,10,2300.0
2025-11-25 20:03:57.610438,21.9,58.9,5.33,1,1,1,0,milho,2.1,0,0,0,5746.0
2025-11-25 20:04:02.610438,22.7,58.3,5.52,1,0,0,0,milho,2.2,0,8,10,3972.0
2025-11-25 20:04:07.610438,22.7,61.6,5.48,1,1,1,0,milho,1.8,0,0,0,5429.0
2025-11-25 20:04:12.610438,21.8,57.1,5.33,1,1,1,0,milho,2.3,0,0,0,5242.0
2025-11-25 20:04:17.610438,22.5,60.8,5.69,1,0,1,0,milho,1.9,0,8,0,4340.0
2025-11-25 20:04:22.610438,22.9,58.8,5.45,0,1,0,0,milho,2.1,12,0,10,3360.0
2025-11-25 20:04:27.610438,22.2,55.3,5.55,0,0,1,0,milho,2.5,12,8,0,3622.0
2025-11-25 20:04:32.610438,21.7,57.9,5.78,1,1,1,0,milho,2.2,0,0,0,5685.0
2025-11-25 20:04:37.610438,22.9,57.1,5.53,0,1,1,0,milho,2.3,12,0,0,4271.0
2025-11-25 20:04:42.610438,23.0,55.4,5.77,1,0,1,0,milho,2.5,0,8,0,4472.0
2025-11-25 20:04:47.610438,21.8,55.0,5.49,1,1,1,0,milho,2.5,0,0,0,5191.0
2025-11-25 20:04:52.610438,22.7,51.1,5.51,0,1,1,0,milho,2.9,12,0,0,3101.0
2025-11-25 20:04:57.610438,22.1,51.1,5.5,1,1,1,0,milho,2.9,0,0,0,5763.0
2025-11-25 20:05:02.610438,22.1,55.8,5.5,0,0,1,0,milho,2.4,12,8,0,3403.0
2025-11-25 20:05:07.610438,21.7,53.0,5.51,0,0,1,0,milho,2.7,12,8,0,4372.0
2025-11-25 20:05:12.610438,22.2,52.3,5.74,1,1,0,0,milho,2.8,0,0,10,4116.0
2025-11-25 20:05:17.610438,22.7,51.6,5.47,1,1,1,0,milho,2.8,0,0,0,5697.0
2025-11-25 20:05:22.610438,21.8,51.6,5.5,0,0,1,0,milho,2.8,12,8,0,3533.0
2025-11-25 20:05:27.610438,23.6,49.9,5.52,0,0,0,0,milho,3.0,12,8,10,2541.0
2025-11-25 20:05:32.610438,22.3,52.5,5.67,1,1,1,0,milho,2.8,0,0,0,4955.0
2025-11-25 20:05:37.610438,22.1,48.9,5.49,0,1,0,0,milho,3.1,12,0,10,2148.0
2025-11-25 20:05:42.610438,22.8,50.6,5.58,0,0,1,0,milho,2.9,12,8,0,2940.0
2025-11-25 20:05:47.610438,22.3,46.0,5.56,0,1,0,0,milho,3.4,12,0,10,1878.0
2025-11-25 20:05:52.610438,22.8,46.9,5.51,1,1,0,0,milho,3.3,0,0,10,2873.0
2025-11-25 20:05:57.610438,22.1,44.1,5.63,1,0,1,0,milho,3.6,0,8,0,4835.0
2025-11-25 20:06:02.610438,22.4,46.3,5.38,0,1,1,0,milho,3.4,12,0,0,2548.0
2025-11-25 20:06:07.610438,23.1,46.2,5.66,0,1,0,0,milho,3.4,12,0,10,1584.0
2025-11-25 20:06:12.610438,22.7,44.5,5.39,0,1,0,0,milho,3.5,12,0,10,1533.0
2025-11-25 20:06:17.610438,22.5,46.6,5.6,0,0,1,0,milho,3.3,12,8,0,2471.0
2025-11-25 20:06:22.610438,22.4,45.5,5.54,0,1,1,0,milho,3.5,12,0,0,3133.0
2025-11-25 20:06:27.610438,21.6,43.4,5.31,0,0,1,0,milho,3.7,12,8,0,2710.0
2025-11-25 20:06:32.610438,22.2,43.7,5.54,0,1,0,0,milho,3.6,12,0,10,1766.0
2025-11-25 20:06:37.610438,21.7,40.2,5.45,0,1,0,0,milho,4.0,12,0,10,3285.0
2025-11-25 20:06:42.610438,22.7,47.1,5.48,0,1,1,0,milho,3.3,12,0,0,2989.0
2025-11-25 20:06:47.610438,22.2,42.2,5.66,0,1,1,0,milho,3.8,12,0,0,3609.0
2025-11-25 20:06:52.610438,23.0,41.8,5.4,1,1,1,0,milho,3.8,0,0,0,4135.0
2025-11-25 20:06:57.610438,22.5,40.2,5.32,0,1,1,0,milho,4.0,12,0,0,3360.0
2025-11-25 20:07:02.610438,22.5,42.6,5.54,0,1,1,0,milho,3.7,12,0,0,2698.0
2025-11-25 20:07:07.610438,22.8,39.5,5.69,1,1,1,1,milho,7.1,0,0,0,3887.0
2025-11-25 20:07:12.610438,22.2,42.3,5.59,0,1,1,1,milho,3.8,12,0,0,3714.0
2025-11-25 20:07:17.610438,22.6,43.5,5.61,0,0,0,1,milho,3.6,12,8,10,972.0
2025-11-25 20:07:22.610438,22.8,42.4,5.63,1,1,1,1,milho,3.8,0,0,0,5446.0
2025-11-25 20:07:27.610438,21.6,46.0,5.64,0,1,1,1,milho,3.4,12,0,0,2786.0
2025-11-25 20:07:32.610438,21.9,51.2,5.56,0,1,1,1,milho,2.9,12,0,0,3635.0
2025-11-25 20:07:37.610438,22.4,55.1,5.38,0,1,1,1,milho,2.5,12,0,0,3619.0
2025-11-25 20:07:42.610438,23.0,51.4,5.46,1,0,1,1,milho,2.9,0,8,0,3932.0
2025-11-25 20:07:47.610438,22.3,59.1,5.7,0,1,1,1,milho,2.1,12,0,0,3018.0
2025-11-25 20:07:52.610438,23.6,56.9,5.53,0,1,1,1,milho,2.3,12,0,0,3753.0
2025-11-25 20:07:57.610438,22.7,64.4,5.38,0,0,0,1,milho,1.6,12,8,10,2680.0
2025-11-25 20:08:02.610438,21.7,64.7,5.38,1,1,1,1,milho,1.5,0,0,0,4005.0
2025-11-25 20:08:07.610438,22.5,64.1,5.46,1,0,1,1,milho,1.6,0,8,0,4362.0
2025-11-25 20:08:12.610438,22.3,69.7,5.45,0,1,1,1,milho,1.0,12,0,0,4366.0
2025-11-25 20:08:17.610438,21.4,68.6,5.46,1,0,0,1,milho,1.1,0,8,10,3612.0
2025-11-25 20:08:22.610438,21.9,70.8,5.47,0,0,1,1,milho,0.0,12,8,0,2077.0
2025-11-25 20:08:27.610438,22.6,69.2,5.48,1,0,1,1,milho,1.1,0,8,0,4334.0
2025-11-25 20:08:32.610438,21.5,71.8,5.4,0,1,1,1,milho,0.0,12,0,0,3446.0
2025-11-25 20:08:37.610438,22.6,76.6,5.64,0,1,1,0,milho,0.0,12,0,0,3183.0
2025-11-25 20:08:42.610438,21.8,71.9,5.43,0,0,0,0,milho,0.0,12,8,10,2080.0
2025-11-25 20:08:47.610438,22.4,76.3,5.57,0,1,1,0,milho,0.0,12,0,0,3477.0
2025-11-25 20:08:52.610438,22.3,75.6,5.45,0,0,0,0,milho,0.0,12,8,10,2546.0
2025-11-25 20:08:57.610438,22.9,74.8,5.53,1,1,0,0,milho,0.0,0,0,10,3037.0
2025-11-25 20:09:02.610438,21.9,75.2,5.4,1,1,1,0,milho,0.0,0,0,0,4095.0
2025-11-25 20:09:07.610438,21.4,74.5,5.33,0,0,0,0,milho,0.0,12,8,10,1790.0
2025-11-25 20:09:12.610438,22.4,73.4,5.48,1,0,0,0,milho,0.0,0,8,10,2138.0
2025-11-25 20:09:17.610438,22.8,72.7,5.48,0,1,1,0,milho,0.0,12,0,0,3002.0
2025-11-25 20:09:22.610438,22.0,71.8,5.61,1,0,1,0,milho,0.0,0,8,0,3281.0
2025-11-25 20:09:27.610438,22.6,69.7,5.74,0,0,1,0,milho,1.0,12,8,0,4172.0
2025-11-25 20:09:32.610438,21.8,71.0,5.55,1,0,1,0,milho,0.0,0,8,0,3387.0
2025-11-25 20:09:37.610438,21.9,70.9,5.3,0,0,1,0,milho,0.0,12,8,0,2912.0
2025-11-25 20:09:42.610438,22.2,70.0,5.57,1,1,1,0,milho,1.0,0,0,0,5451.0
2025-11-25 20:09:47.610438,22.0,69.5,5.64,0,1,0,0,milho,1.0,12,0,10,3004.0
2025-11-25 20:09:52.610438,22.1,70.8,5.39,0,0,1,0,milho,0.0,12,8,0,1961.0
2025-11-25 20:09:57.610438,22.4,68.5,5.56,0,1,1,0,milho,1.1,12,0,0,3392.0
2025-11-25 20:10:02.610438,21.6,66.3,5.39,0,1,0,0,milho,1.4,12,0,10,2355.0
2025-11-25 20:10:07.610438,22.0,66.4,5.48,0,1,0,0,milho,1.4,12,0,10,3235.0
2025-11-25 20:10:12.610438,22.6,66.5,5.47,1,1,0,0,milho,1.3,0,0,10,3787.0
2025-11-25 20:10:17.610438,22.9,63.6,5.52,1,0,0,0,milho,1.6,0,8,10,4010.0
2025-11-25 20:10:22.610438,22.8,68.8,5.43,0,0,1,0,milho,1.1,12,8,0,3463.0
2025-11-25 20:10:27.610438,21.8,63.7,5.45,0,1,1,0,milho,1.6,12,0,0,3016.0
2025-11-25 20:10:32.610438,22.3,65.5,5.51,0,1,1,0,milho,1.4,12,0,0,3987.0
2025-11-25 20:10:37.610438,22.9,67.9,5.51,1,1,1,0,milho,1.2,0,0,0,5568.0
2025-11-25 20:10:42.610438,22.1,66.7,5.33,0,0,1,0,milho,1.3,12,8,0,3181.0
2025-11-25 20:10:47.610438,22.4,62.9,5.46,1,1,0,0,milho,1.7,0,0,10,3767.0
2025-11-25 20:10:52.610438,21.8,59.8,5.61,1,1,1,0,milho,2.0,0,0,0,5326.0
2025-11-25 20:10:57.610438,22.4,65.7,5.43,1,1,1,0,milho,1.4,0,0,0,5050.0
2025-11-25 20:11:02.610438,22.1,58.9,5.35,1,1,1,0,milho,2.1,0,0,0,5541.0
2025-11-25 20:11:07.610438,22.3,60.0,5.42,0,1,1,0,milho,2.0,12,0,0,3574.0
2025-11-25 20:11:12.610438,22.0,57.6,5.66,0,0,0,0,milho,2.2,12,8,10,3721.0
2025-11-25 20:11:17.610438,22.8,56.7,5.46,0,0,1,0,milho,2.3,12,8,0,3184.0
2025-11-25 20:11:22.610438,22.5,62.7,5.61,0,0,0,0,milho,1.7,12,8,10,2061.0
2025-11-25 20:11:27.610438,22.0,59.9,5.75,0,0,1,0,milho,2.0,12,8,0,3882.0
2025-11-25 20:11:32.610438,21.8,60.7,5.51,1,0,0,0,milho,1.9,0,8,10,3699.0
2025-11-25 20:11:37.610438,22.2,59.4,5.47,1,1,0,0,milho,2.1,0,0,10,4599.0
2025-11-25 20:11:42.610438,22.7,58.6,5.5,1,0,1,0,milho,2.1,0,8,0,4928.0
2025-11-25 20:11:47.610438,22.7,55.6,5.48,0,1,1,0,milho,2.4,12,0,0,3077.0
2025-11-25 20:11:52.610438,22.5,55.2,5.58,0,1,1,0,milho,2.5,12,0,0,3352.0
2025-11-25 20:11:57.610438,22.6,54.3,5.5,1,1,0,0,milho,2.6,0,0,10,4122.0
2025-11-25 20:12:02.610438,21.9,54.9,5.41,0,0,1,0,milho,2.5,12,8,0,4243.0
2025-11-25 20:12:07.610438,22.4,54.4,5.56,0,1,0,0,milho,2.6,12,0,10,2277.0
2025-11-25 20:12:12.610438,22.4,54.5,5.59,0,1,1,0,milho,2.5,12,0,0,3706.0
2025-11-25 20:12:17.610438,21.6,57.6,5.52,0,0,0,0,milho,2.2,12,8,10,3609.0
2025-11-25 20:12:22.610438,22.9,50.5,5.45,0,1,1,0,milho,2.9,12,0,0,4121.0
2025-11-25 20:12:27.610438,21.6,50.0,5.31,0,1,1,0,milho,3.0,12,0,0,4060.0
2025-11-25 20:12:32.610438,21.9,54.1,5.65,0,1,0,0,milho,2.6,12,0,10,3315.0
2025-11-25 20:12:37.610438,22.5,52.0,5.58,0,1,1,0,milho,2.8,12,0,0,4688.0
2025-11-25 20:12:42.610438,22.3,51.7,5.3,0,1,1,0,milho,2.8,12,0,0,4223.0
2025-11-25 20:12:47.610438,21.6,53.1,5.62,1,1,1,0,milho,2.7,0,0,0,5242.0
2025-11-25 20:12:52.610438,22.6,50.9,5.41,0,1,1,0,milho,2.9,12,0,0,4629.0
2025-11-25 20:12:57.610438,22.9,46.0,5.44,1,0,0,0,milho,3.4,0,8,10,2637.0
2025-11-25 20:13:02.610438,21.4,47.9,5.46,0,0,1,0,milho,3.2,12,8,0,1860.0
2025-11-25 20:13:07.610438,21.7,48.9,5.67,1,0,1,0,milho,3.1,0,8,0,3322.0
2025-11-25 20:13:12.610438,22.2,49.1,5.65,1,1,0,0,milho,3.1,0,0,10,4080.0
2025-11-25 20:13:17.610438,22.2,50.3,5.37,0,1,1,0,milho,3.0,12,0,0,3871.0
2025-11-25 20:13:22.610438,22.3,47.9,5.5,1,1,0,0,milho,3.2,0,0,10,3060.0
2025-11-25 20:13:27.610438,23.5,43.9,5.49,0,1,0,0,milho,3.6,12,0,10,3282.0
2025-11-25 20:13:32.610438,22.0,48.6,5.5,0,1,0,0,milho,3.1,12,0,10,2901.0
2025-11-25 20:13:37.610438,21.8,45.4,5.45,1,0,1,0,milho,3.5,0,8,0,4268.0
2025-11-25 20:13:42.610438,22.1,47.3,5.44,0,1,1,0,milho,3.3,12,0,0,3358.0
2025-11-25 20:13:47.610438,22.2,43.3,5.42,0,1,0,0,milho,3.7,12,0,10,1806.0
2025-11-25 20:13:52.610438,22.0,44.6,5.52,0,1,1,0,milho,3.5,12,0,0,3787.0
2025-11-25 20:13:57.610438,21.8,47.8,5.43,0,0,0,0,milho,3.2,12,8,10,1280.0
2025-11-25 20:14:02.610438,22.0,43.7,5.5,0,0,1,0,milho,3.6,12,8,0,3206.0
2025-11-25 20:14:07.610438,22.6,39.6,5.47,0,0,1,1,milho,7.1,12,8,0,3347.0
2025-11-25 20:14:12.610438,22.8,45.8,5.66,1,1,1,1,milho,3.4,0,0,0,4140.0
2025-11-25 20:14:17.610438,22.8,45.7,5.64,0,0,1,1,milho,3.4,12,8,0,2596.0
2025-11-25 20:14:22.610438,22.1,44.3,5.47,0,0,1,1,milho,3.6,12,8,0,2730.0
2025-11-25 20:14:27.610438,22.6,54.0,5.42,0,1,1,1,milho,2.6,12,0,0,3088.0
2025-11-25 20:14:32.610438,22.4,54.6,5.46,1,0,1,1,milho,2.5,0,8,0,4251.0
2025-11-25 20:14:37.610438,22.4,52.7,5.42,0,1,1,1,milho,2.7,12,0,0,3324.0
2025-11-25 20:14:42.610438,23.3,58.0,5.63,1,0,0,1,milho,2.2,0,8,10,3245.0
2025-11-25 20:14:47.610438,21.9,59.4,5.48,0,1,1,1,milho,2.1,12,0,0,2555.0
2025-11-25 20:14:52.610438,21.8,56.4,5.26,0,1,0,1,milho,2.4,12,0,10,2325.0
2025-11-25 20:14:57.610438,22.8,63.9,5.46,0,0,1,1,milho,1.6,12,8,0,3460.0
2025-11-25 20:15:02.610438,22.4,67.5,5.5,1,1,1,1,milho,1.2,0,0,0,5628.0
2025-11-25 20:15:07.610438,21.7,68.7,5.47,0,0,0,1,milho,1.1,12,8,10,2934.0
2025-11-25 20:15:12.610438,21.7,69.2,5.53,0,1,1,1,milho,1.1,12,0,0,3831.0
2025-11-25 20:15:17.610438,23.1,70.7,5.52,0,0,1,1,milho,0.0,12,8,0,3403.0
2025-11-25 20:15:22.610438,22.4,75.2,5.55,0,0,1,0,milho,0.0,12,8,0,3705.0
2025-11-25 20:15:27.610438,22.3,73.5,5.64,1,1,1,0,milho,0.0,0,0,0,4062.0
2025-11-25 20:15:32.610438,22.3,72.7,5.47,0,1,0,0,milho,0.0,12,0,10,1828.0
2025-11-25 20:15:37.610438,21.8,76.1,5.56,0,1,1,0,milho,0.0,12,0,0,2664.0
2025-11-25 20:15:42.610438,22.3,71.5,5.49,0,0,1,0,milho,0.0,12,8,0,2153.0
2025-11-25 20:15:47.610438,22.0,70.3,5.55,0,0,1,0,milho,0.0,12,8,0,2717.0
2025-11-25 20:15:52.610438,21.8,69.4,5.52,0,1,1,0,milho,1.1,12,0,0,3933.0
2025-11-25 20:15:57.610438,22.5,71.4,5.58,0,0,0,0,milho,0.0,12,8,10,1676.0
2025-11-25 20:16:02.610438,22.1,70.1,5.69,1,1,1,0,milho,0.0,0,0,0,4599.0
2025-11-25 20:16:07.610438,21.7,69.6,5.41,1,0,1,0,milho,1.0,0,8,0,3787.0
2025-11-25 20:16:12.610438,22.0,70.3,5.34,0,1,1,0,milho,0.0,12,0,0,2909.0
2025-11-25 20:16:17.610438,22.3,68.4,5.51,0,1,1,0,milho,1.2,12,0,0,3861.0
2025-11-25 20:16:22.610438,21.8,68.7,5.45,0,0,0,0,milho,1.1,12,8,10,1843.0
2025-11-25 20:16:27.610438,21.5,66.6,5.44,1,0,0,0,milho,1.3,0,8,10,3270.0
2025-11-25 20:16:32.610438,22.2,65.0,5.42,0,1,0,0,milho,1.5,12,0,10,3397.0
2025-11-25 20:16:37.610438,22.6,63.4,5.22,0,1,1,0,milho,1.7,12,0,0,4617.0
2025-11-25 20:16:42.610438,22.6,64.4,5.44,0,1,1,0,milho,1.6,12,0,0,4536.0
2025-11-25 20:16:47.610438,22.5,67.9,5.44,0,1,0,0,milho,1.2,12,0,10,3250.0
2025-11-25 20:16:52.610438,23.0,63.4,5.39,0,1,0,0,milho,1.7,12,0,10,3033.0
2025-11-25 20:16:57.610438,22.0,63.7,5.41,1,1,0,0,milho,1.6,0,0,10,3114.0
2025-11-25 20:17:02.610438,22.6,63.4,5.54,1,0,0,0,milho,1.7,0,8,10,3796.0
2025-11-25 20:17:07.610438,21.8,61.8,5.58,0,1,1,0,milho,1.8,12,0,0,3980.0
2025-11-25 20:17:12.610438,21.7,60.5,5.48,1,0,1,0,milho,1.9,0,8,0,3885.0
2025-11-25 20:17:17.610438,21.6,63.7,5.25,0,1,0,0,milho,1.6,12,0,10,3693.0
2025-11-25 20:17:22.610438,22.3,61.2,5.52,1,0,1,0,milho,1.9,0,8,0,4060.0
2025-11-25 20:17:27.610438,22.3,60.8,5.41,1,0,1,0,milho,1.9,0,8,0,4975.0
2025-11-25 20:17:32.610438,22.3,58.8,5.57,0,1,1,0,milho,2.1,12,0,0,4273.0
2025-11-25 20:17:37.610438,21.8,59.8,5.49,0,0,1,0,milho,2.0,12,8,0,3287.0
2025-11-25 20:17:42.610438,21.9,60.8,5.55,1,1,1,0,milho,1.9,0,0,0,4965.0
2025-11-25 20:17:47.610438,21.5,56.4,5.39,0,1,0,0,milho,2.4,12,0,10,2885.0
2025-11-25 20:17:52.610438,21.5,64.6,5.39,1,1,0,0,milho,1.5,0,0,10,3302.0
2025-11-25 20:17:57.610438,22.3,57.6,5.61,0,1,1,0,milho,2.2,12,0,0,4188.0
2025-11-25 20:18:02.610438,21.8,57.3,5.53,1,0,1,0,milho,2.3,0,8,0,4319.0
2025-11-25 20:18:07.610438,22.1,58.8,5.47,1,1,1,0,milho,2.1,0,0,0,4793.0
2025-11-25 20:18:12.610438,22.0,56.7,5.5,0,0,0,0,milho,2.3,12,8,10,3040.0
2025-11-25 20:18:17.610438,22.0,53.7,5.65,1,1,0,0,milho,2.6,0,0,10,3063.0
2025-11-25 20:18:22.610438,22.5,55.3,5.6,1,0,1,0,milho,2.5,0,8,0,5164.0
2025-11-25 20:18:27.610438,22.1,56.0,5.51,0,1,1,0,milho,2.4,12,0,0,3186.0
